Date,Ticker,RET_1D,RET_5D,RET_10D,MOM_10,MOM_20,VOL_5,VOL_10,ALPHA_1D,RANK_MOM_10,TARGET
2018-01-31,AAPL,-0.9047456673862447,-1.5276422559533844,-1.5917369568369564,-1.5917369568369564,-1.4551315895093442,0.07648915120506897,-0.6735009716293907,-0.00787131234669185,1.0,0.0020905123284040705
2018-01-31,AMZN,-0.17655234373521966,1.1175942719755905,1.0139276954811831,1.0139276954811831,0.8836510725753393,-1.2633546055286584,-0.12927987728443807,-0.0015360102768938073,5.0,-0.04196737400527717
2018-01-31,GOOGL,-0.7479109470291541,-0.3418813919296211,-0.14502786652760447,-0.14502786652760447,-0.23423403765070622,-0.7184313781883717,-0.9869836650467454,-0.006506845938907758,2.0,-0.0005329056900728046
2018-01-31,MSFT,1.592056271059202,0.2818678283454457,0.08209516152611396,0.08209516152611396,-0.19809968017345578,0.7698247515218902,0.20426940085560963,0.01385093362117935,3.0,-0.007893751444445818
2018-01-31,NVDA,0.23715268709141582,0.4700615475619694,0.6407419663572635,0.6407419663572635,1.003814234758167,1.1354720809900718,1.585495113104968,0.002063234941314062,4.0,-0.021562239279420914
2018-02-01,AAPL,0.8853114787017025,-1.5365795690956572,-1.7235422781775558,-1.7235422781775558,-1.622165093558854,-0.6788078516680149,-0.8135300021202864,0.0160636639465666,1.0,-0.04339044854097196
2018-02-01,AMZN,-1.5428364599184698,0.2028056805394933,0.7234308887242328,0.7234308887242328,0.9697046418251724,1.1160998743551667,1.1654582319262698,-0.02799422238711464,5.0,0.02874097206609716
2018-02-01,GOOGL,0.7407278959701386,-0.3651542277624509,0.11353231223067585,0.11353231223067585,-0.06305962113035654,-1.3027892069201368,-1.0457335975142283,0.013440245928089723,2.0,-0.05280174328986453
2018-02-01,MSFT,0.3350520015430785,0.9525954504389783,0.2195178489917212,0.2195178489917212,0.06768145862644838,0.0997855263931612,-0.22126093010585485,0.00607940017371671,3.0,-0.02631040430836995
2018-02-01,NVDA,-0.4182549162964495,0.7463326658796364,0.6670612282309256,0.6670612282309256,0.6478386142375896,0.765711657839825,0.9150662978141004,-0.007589087661258386,4.0,-0.029022799320124304
2018-02-02,AAPL,-0.5943702791255746,-0.9211339851797804,-1.4015274307606609,-1.4015274307606609,-1.3685815639164849,-0.6786659144249991,-1.2494390987118158,-0.018833563862325244,1.0,-0.024984351194743848
2018-02-02,AMZN,1.6820322601575406,1.5847650035747953,1.3613830017233817,1.3613830017233817,1.3528971767557798,1.5200703925307315,0.9071796750469091,0.053297856744743875,5.0,-0.027938006598856924
2018-02-02,GOOGL,-0.8913822481678326,-0.7235315092066852,-0.33263412837773826,-0.33263412837773826,-0.36583003621678234,0.49253793326887846,0.45234147048357176,-0.028244858611217817,2.0,-0.05075945775639945
2018-02-02,MSFT,-0.055339497048440996,0.269468304927634,0.21977128374451613,0.21977128374451613,-0.02142741764336571,-0.8866077476128074,-0.893261429710707,-0.0017535196297232339,4.0,-0.04118534615127478
2018-02-02,NVDA,-0.1409402358156925,-0.20956781411596348,0.1530072736705012,0.1530072736705012,0.4029418410208532,-0.44733466376180664,0.783179382892048,-0.004465914641477588,3.0,-0.08487477895816353
2018-02-05,AAPL,0.8695545747074634,0.22130960489669874,-0.9326095758727113,-0.9326095758727113,-1.1548323647683194,-1.3041532435281038,-1.147900842638078,0.02096403693714386,1.0,0.041791676421047974
2018-02-05,AMZN,0.747041693411908,1.3390853580060942,1.6165024730812987,1.6165024730812987,1.5738071109487934,0.40463938409162087,0.02432574242033675,0.018010381533030785,5.0,0.03801436389950541
2018-02-05,GOOGL,-0.19955543933516182,-0.6106648656343782,-0.4878768701730634,-0.4878768701730634,-0.4326778344488432,0.061690431624070466,0.059308705980636985,-0.004811069624511742,2.0,0.020745630307617002
2018-02-05,MSFT,0.1975633298197163,0.3418250462237196,0.26249365177356415,0.26249365177356415,0.03993075683021517,-0.5246607211532821,-0.49545401361460606,0.004763041980612927,4.0,0.03784071462334504
2018-02-05,NVDA,-1.6146041586039255,-1.2915551434921337,-0.4585096788090881,-0.4585096788090881,-0.02622766856184604,1.3624841489656976,1.5597204078517095,-0.038926390826275824,3.0,0.05559185446954551
2018-02-06,AAPL,0.24085844797814646,0.37157308260012933,-0.8006927530841117,-0.8006927530841117,-1.046586885691527,-0.5996632871389325,-0.6107837714992497,0.002994828476835784,1.0,-0.021407031517360342
2018-02-06,AMZN,-0.0629311140966795,1.1241006085001448,1.5466900024774946,1.5466900024774946,1.589872501536753,-0.2796901262402547,-0.34060073831153526,-0.0007824840447067799,5.0,-0.018061620618718965
2018-02-06,GOOGL,-1.4517653674309123,-1.1658092150327901,-0.7813833270223002,-0.7813833270223002,-0.5931312450580407,-0.42449000959248256,-0.3478025931021304,-0.018051217636595188,2.0,-0.0267604650697586
2018-02-06,MSFT,-0.0768968204708575,0.6047471210872353,0.4392697223948643,0.4392697223948643,0.13426951700928016,-0.47323876040658286,-0.4786820387243905,-0.0009561333208671502,4.0,-0.018832790142212286
2018-02-06,NVDA,1.350734854020302,-0.934611597154719,-0.403883644765947,-0.403883644765947,-0.08442388779646547,1.7770821833782569,1.777869141637307,0.01679500652533332,3.0,0.014274034302213412
2018-02-07,AAPL,-0.44599495728779825,0.44174026201921174,-0.8067154699531628,-0.8067154699531628,-1.1150834274996462,-0.41414669842290847,-0.6741400829309732,-0.007249456908192986,2.0,-0.0275164197474973
